"2111","7","2018-02-02 07:23:55"
"2114","10","2018-02-02 07:54:30"
"2117","10","2018-02-02 08:24:35"
"2118","11","2018-02-02 08:25:06"
"2121","11","2018-02-02 08:55:11"
"2124","11","2018-02-02 09:25:47"
"2128","11","2018-02-02 09:55:52"
"2129","11","2018-02-02 09:56:23"
"2132","11","2018-02-02 10:26:27"
"2136","11","2018-02-02 10:57:03"
"2139","11","2018-02-02 11:27:39"
"2142","11","2018-02-02 11:57:43"
"2143","11","2018-02-02 11:58:15"
"2146","11","2018-02-02 12:28:19"
"2149","12","2018-02-02 12:58:55"
"2152","12","2018-02-02 13:29:31"
"2155","12","2018-02-02 13:59:36"
"2156","12","2018-02-02 14:00:07"
"2159","11","2018-02-02 14:30:12"
"2162","11","2018-02-02 15:00:48"
"2165","11","2018-02-02 15:31:23"
"2168","11","2018-02-02 16:01:28"
"2169","11","2018-02-02 16:02:00"
"2172","11","2018-02-02 16:32:04"
"2176","11","2018-02-02 17:02:41"
"2179","11","2018-02-02 17:33:17"
"2181","11","2018-02-03 07:15:37"
"2185","11","2018-02-03 07:45:42"
"2186","11","2018-02-03 07:46:13"
"2190","11","2018-02-03 08:16:18"
"2193","11","2018-02-03 08:46:54"
"2196","11","2018-02-03 09:17:30"
"2200","8","2018-02-03 09:47:34"
"2201","8","2018-02-03 09:48:05"
"2205","9","2018-02-03 10:18:10"
"2209","10","2018-02-03 10:48:46"
"2213","9","2018-02-03 11:18:51"
"2214","9","2018-02-03 11:19:22"
"2217","10","2018-02-03 11:49:27"
"2221","11","2018-02-03 12:20:03"
"2225","11","2018-02-03 12:50:39"
"2228","10","2018-02-03 13:20:44"
"2229","10","2018-02-03 13:21:15"
"2232","11","2018-02-03 13:51:20"
"2235","11","2018-02-03 14:21:56"
"2238","10","2018-02-03 14:52:01"
"2239","10","2018-02-03 14:52:32"
"2242","11","2018-02-03 15:22:37"
"2245","11","2018-02-03 15:53:13"
"2248","11","2018-02-03 16:23:49"
"2252","11","2018-02-03 16:53:54"
"2253","11","2018-02-03 16:54:26"
"2256","11","2018-02-03 17:24:30"
"2260","11","2018-02-03 17:55:06"
"2261","10","2018-02-04 07:06:49"
"2262","10","2018-02-04 07:07:20"
"2263","12","2018-02-04 07:08:22"
"2284","15","2018-02-04 11:58:17"
"2288","11","2018-02-04 12:28:53"
"2292","11","2018-02-04 12:59:29"
"2295","11","2018-02-04 13:29:33"
"2296","11","2018-02-04 13:30:05"
"2299","11","2018-02-04 14:00:10"
"2302","10","2018-02-04 14:30:45"
"2305","11","2018-02-04 15:01:21"
"2308","11","2018-02-04 15:31:26"
"2309","11","2018-02-04 15:31:57"
"2312","11","2018-02-04 16:02:02"
"2315","11","2018-02-04 16:32:37"
"2318","10","2018-02-04 17:03:14"
"2321","10","2018-02-04 17:33:18"
"2322","10","2018-02-04 17:33:50"
"2326","10","2018-02-05 07:16:08"
"2327","10","2018-02-05 07:16:39"
"2330","10","2018-02-05 07:46:45"
"2333","10","2018-02-05 08:17:20"
"2336","9","2018-02-05 08:47:56"
"2339","9","2018-02-05 09:18:32"
"2343","10","2018-02-05 09:48:37"
"2346","10","2018-02-05 10:19:13"
"2349","10","2018-02-05 10:49:49"
"2352","9","2018-02-05 11:19:54"
"2353","8","2018-02-05 11:20:25"
"2356","10","2018-02-05 11:50:30"
"2359","10","2018-02-05 12:21:05"
"2362","10","2018-02-05 12:51:42"
"2365","10","2018-02-05 13:21:46"
"2366","10","2018-02-05 13:22:17"
"2369","10","2018-02-05 13:52:22"
"2372","11","2018-02-05 14:22:58"
"2375","11","2018-02-05 14:53:34"
"2378","11","2018-02-05 15:23:39"
"2379","11","2018-02-05 15:24:10"
"2382","12","2018-02-05 15:54:15"
"2384","13","2018-02-05 16:24:51"
"2387","11","2018-02-05 16:55:27"
"2390","11","2018-02-05 17:26:02"
"2393","10","2018-02-05 17:56:07"
"2394","10","2018-02-05 17:56:38"
"2399","9","2018-02-06 07:08:22"
"2400","10","2018-02-06 07:08:53"
"2404","10","2018-02-06 07:38:58"
"2408","9","2018-02-06 08:09:35"
"2412","9","2018-02-06 08:40:10"
"2415","9","2018-02-06 09:10:15"
"2419","9","2018-02-06 09:40:51"
